@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric

@data
897,'2019/10/24 11:55:00:749',3,466,138,1,0
898,'2019/10/24 11:55:00:783',3,466,138,1,0
899,'2019/10/24 11:55:00:817',3,466,138,1,0
900,'2019/10/24 11:55:00:851',3,466,138,1,0
901,'2019/10/24 11:55:00:884',3,466,138,1,0
902,'2019/10/24 11:55:00:918',3,466,138,1,0
903,'2019/10/24 11:55:00:952',3,466,138,1,0
904,'2019/10/24 11:55:00:986',3,466,138,1,0
905,'2019/10/24 11:55:01:020',3,466,138,1,0
906,'2019/10/24 11:55:01:053',3,466,138,1,0
907,'2019/10/24 11:55:01:087',3,466,138,1,0
908,'2019/10/24 11:55:01:121',3,466,138,1,0
909,'2019/10/24 11:55:01:155',3,466,138,1,0
910,'2019/10/24 11:55:01:190',3,466,138,1,0
911,'2019/10/24 11:55:01:225',3,502,141,1,0
912,'2019/10/24 11:55:01:258',3,532,141,1,0
913,'2019/10/24 11:55:01:292',3,559,137,1,0
914,'2019/10/24 11:55:01:325',3,596,139,1,0
915,'2019/10/24 11:55:01:363',3,631,141,1,0
916,'2019/10/24 11:55:01:396',3,638,144,1,0
917,'2019/10/24 11:55:01:428',3,638,144,1,0
918,'2019/10/24 11:55:01:463',3,638,144,1,0
919,'2019/10/24 11:55:01:495',3,638,144,1,0
920,'2019/10/24 11:55:01:529',3,638,144,1,0
921,'2019/10/24 11:55:01:562',3,638,144,1,0
922,'2019/10/24 11:55:01:596',3,638,144,1,0
923,'2019/10/24 11:55:01:628',3,638,144,1,0
924,'2019/10/24 11:55:01:662',3,638,144,1,0
925,'2019/10/24 11:55:01:698',3,638,144,1,0
926,'2019/10/24 11:55:01:732',3,638,144,1,0
927,'2019/10/24 11:55:01:766',3,638,144,1,0
928,'2019/10/24 11:55:01:800',3,638,144,1,0
929,'2019/10/24 11:55:01:834',3,638,144,1,0
930,'2019/10/24 11:55:01:868',3,638,144,1,0
931,'2019/10/24 11:55:01:902',3,638,144,1,0
932,'2019/10/24 11:55:01:936',3,638,144,1,0
933,'2019/10/24 11:55:01:986',3,638,144,1,0
934,'2019/10/24 11:55:02:016',3,638,144,1,0
935,'2019/10/24 11:55:02:050',3,638,144,1,0
936,'2019/10/24 11:55:02:082',3,638,144,1,0
937,'2019/10/24 11:55:02:116',3,638,144,1,0
938,'2019/10/24 11:55:02:150',3,638,144,1,0
939,'2019/10/24 11:55:02:184',3,638,144,1,0
940,'2019/10/24 11:55:02:218',3,638,144,1,0
941,'2019/10/24 11:55:02:252',3,638,144,1,0
942,'2019/10/24 11:55:02:286',3,638,144,1,0
943,'2019/10/24 11:55:02:320',3,638,144,1,0
944,'2019/10/24 11:55:02:354',3,638,144,1,0
945,'2019/10/24 11:55:02:388',3,638,144,1,0
946,'2019/10/24 11:55:02:422',3,638,144,1,0
947,'2019/10/24 11:55:02:456',3,638,144,1,0
948,'2019/10/24 11:55:02:490',3,638,144,1,0
949,'2019/10/24 11:55:02:524',3,638,144,1,0
950,'2019/10/24 11:55:02:559',3,638,144,1,0
951,'2019/10/24 11:55:02:593',3,638,144,1,0
952,'2019/10/24 11:55:02:627',3,638,144,1,0
953,'2019/10/24 11:55:02:661',3,638,144,1,0
954,'2019/10/24 11:55:02:694',3,638,144,1,0
955,'2019/10/24 11:55:02:728',3,638,144,1,0
956,'2019/10/24 11:55:02:762',3,638,144,1,0
957,'2019/10/24 11:55:02:797',3,638,144,1,0
958,'2019/10/24 11:55:02:830',3,638,144,1,0
959,'2019/10/24 11:55:02:862',3,638,144,1,0
960,'2019/10/24 11:55:02:896',3,638,144,1,0
961,'2019/10/24 11:55:02:929',3,638,144,1,0
962,'2019/10/24 11:55:02:963',3,638,144,1,0
963,'2019/10/24 11:55:02:996',3,638,144,1,0
964,'2019/10/24 11:55:03:030',3,638,144,1,0
965,'2019/10/24 11:55:10:605',4,15,609,0,1
966,'2019/10/24 11:55:10:641',4,15,609,0,1
967,'2019/10/24 11:55:10:671',4,15,609,0,1
968,'2019/10/24 11:55:10:710',4,15,609,0,1
969,'2019/10/24 11:55:10:744',4,15,609,0,1
970,'2019/10/24 11:55:10:778',4,15,609,0,1
971,'2019/10/24 11:55:10:812',4,15,609,0,1
972,'2019/10/24 11:55:10:846',4,15,609,0,1
973,'2019/10/24 11:55:10:880',4,15,609,0,1
974,'2019/10/24 11:55:10:914',4,15,609,0,1
975,'2019/10/24 11:55:10:948',4,15,609,0,1
976,'2019/10/24 11:55:10:982',4,15,609,0,1
977,'2019/10/24 11:55:11:019',4,15,609,0,1
978,'2019/10/24 11:55:11:056',4,101,526,0,1
979,'2019/10/24 11:55:11:090',4,139,535,0,1
980,'2019/10/24 11:55:11:124',4,157,538,0,1
981,'2019/10/24 11:55:11:157',4,158,538,0,1
982,'2019/10/24 11:55:11:188',4,164,538,0,1
983,'2019/10/24 11:55:11:222',4,169,527,0,1
984,'2019/10/24 11:55:11:258',4,170,515,0,1
985,'2019/10/24 11:55:11:293',4,172,503,0,1
986,'2019/10/24 11:55:11:329',4,171,494,0,1
987,'2019/10/24 11:55:11:362',4,162,474,0,1
988,'2019/10/24 11:55:11:396',4,157,470,0,1
989,'2019/10/24 11:55:11:430',4,148,465,0,1
990,'2019/10/24 11:55:11:464',4,142,464,0,1
991,'2019/10/24 11:55:11:498',4,141,462,0,1
992,'2019/10/24 11:55:11:532',4,141,463,0,1
993,'2019/10/24 11:55:11:566',4,139,466,0,1
994,'2019/10/24 11:55:11:600',4,139,466,0,1
995,'2019/10/24 11:55:11:633',4,139,468,0,1
996,'2019/10/24 11:55:11:667',4,139,468,0,1
997,'2019/10/24 11:55:11:701',4,139,468,0,1
998,'2019/10/24 11:55:11:735',4,139,468,0,1
999,'2019/10/24 11:55:11:774',4,139,468,0,1
1000,'2019/10/24 11:55:11:813',4,139,468,0,1
1001,'2019/10/24 11:55:11:846',4,139,468,0,1
1002,'2019/10/24 11:55:11:880',4,139,468,0,1
1003,'2019/10/24 11:55:11:914',4,139,468,0,1
1004,'2019/10/24 11:55:11:948',4,139,469,0,1
1005,'2019/10/24 11:55:11:982',4,138,477,0,1
1006,'2019/10/24 11:55:12:016',4,142,486,0,1
1007,'2019/10/24 11:55:12:050',4,151,490,0,1
1008,'2019/10/24 11:55:12:084',4,172,492,0,1
1009,'2019/10/24 11:55:12:118',4,194,483,0,1
1010,'2019/10/24 11:55:12:152',4,197,479,0,1
1011,'2019/10/24 11:55:12:186',4,197,474,0,1
1012,'2019/10/24 11:55:12:219',4,196,467,0,1
1013,'2019/10/24 11:55:12:261',4,187,458,0,1
1014,'2019/10/24 11:55:12:295',4,180,453,0,1
1015,'2019/10/24 11:55:12:329',4,172,453,0,1
1016,'2019/10/24 11:55:12:362',4,159,457,0,1
1017,'2019/10/24 11:55:12:397',4,145,469,0,1
1018,'2019/10/24 11:55:12:429',4,144,478,0,1
1019,'2019/10/24 11:55:12:464',4,146,486,0,1
1020,'2019/10/24 11:55:12:496',4,149,487,0,1
1021,'2019/10/24 11:55:12:531',4,166,489,0,1
1022,'2019/10/24 11:55:12:565',4,178,485,0,1
1023,'2019/10/24 11:55:12:599',4,179,471,0,1
1024,'2019/10/24 11:55:12:632',4,179,465,0,1
1025,'2019/10/24 11:55:12:666',4,175,459,0,1
1026,'2019/10/24 11:55:12:699',4,162,455,0,1
1027,'2019/10/24 11:55:12:732',4,145,453,0,1
1028,'2019/10/24 11:55:12:766',4,136,460,0,1
1029,'2019/10/24 11:55:12:800',4,133,472,0,1
1030,'2019/10/24 11:55:12:834',4,133,481,0,1
1031,'2019/10/24 11:55:12:868',4,146,492,0,1
1032,'2019/10/24 11:55:12:901',4,161,492,0,1
1033,'2019/10/24 11:55:12:935',4,167,491,0,1
1034,'2019/10/24 11:55:12:968',4,175,482,0,1
1035,'2019/10/24 11:55:13:001',4,178,471,0,1
1036,'2019/10/24 11:55:13:035',4,178,464,0,1
1037,'2019/10/24 11:55:13:069',4,174,456,0,1
1038,'2019/10/24 11:55:13:103',4,171,453,0,1
1039,'2019/10/24 11:55:13:137',4,160,450,0,1
1040,'2019/10/24 11:55:13:176',4,156,450,0,1
1041,'2019/10/24 11:55:13:210',4,153,451,0,1
1042,'2019/10/24 11:55:13:246',4,155,457,0,1
1043,'2019/10/24 11:55:13:280',4,166,463,0,1
1044,'2019/10/24 11:55:13:313',4,176,466,0,1
1045,'2019/10/24 11:55:13:347',4,176,466,0,1
1046,'2019/10/24 11:55:13:381',4,179,465,0,1
1047,'2019/10/24 11:55:13:415',4,181,462,0,1
1048,'2019/10/24 11:55:13:449',4,181,461,0,1
1049,'2019/10/24 11:55:13:483',4,181,459,0,1
1050,'2019/10/24 11:55:13:516',4,180,455,0,1
1051,'2019/10/24 11:55:13:549',4,175,450,0,1
1052,'2019/10/24 11:55:13:583',4,172,447,0,1
1053,'2019/10/24 11:55:13:616',4,171,446,0,1
1054,'2019/10/24 11:55:13:649',4,169,444,0,1
1055,'2019/10/24 11:55:13:683',4,169,444,0,1
1056,'2019/10/24 11:55:13:717',4,169,444,0,1
1057,'2019/10/24 11:55:13:751',4,169,444,0,1
1058,'2019/10/24 11:55:13:785',4,169,444,0,1
1059,'2019/10/24 11:55:13:819',4,166,444,0,1
1060,'2019/10/24 11:55:13:853',4,160,444,0,1
1061,'2019/10/24 11:55:13:886',4,153,447,0,1
1062,'2019/10/24 11:55:13:920',4,150,450,0,1
1063,'2019/10/24 11:55:13:962',4,144,463,0,1
1064,'2019/10/24 11:55:14:000',4,142,478,0,1
1065,'2019/10/24 11:55:14:032',4,149,489,0,1
1066,'2019/10/24 11:55:14:066',4,164,493,0,1
1067,'2019/10/24 11:55:14:100',4,181,492,0,1
1068,'2019/10/24 11:55:14:133',4,187,482,0,1
1069,'2019/10/24 11:55:14:167',4,188,468,0,1
1070,'2019/10/24 11:55:14:201',4,187,464,0,1
1071,'2019/10/24 11:55:14:235',4,178,461,0,1
1072,'2019/10/24 11:55:14:269',4,172,466,0,1
1073,'2019/10/24 11:55:14:302',4,171,475,0,1
1074,'2019/10/24 11:55:14:336',4,178,480,0,1
1075,'2019/10/24 11:55:14:370',4,184,480,0,1
1076,'2019/10/24 11:55:14:403',4,185,476,0,1
1077,'2019/10/24 11:55:14:437',4,175,467,0,1
1078,'2019/10/24 11:55:14:470',4,150,465,0,1
1079,'2019/10/24 11:55:14:502',4,144,466,0,1
1080,'2019/10/24 11:55:14:536',4,139,480,0,1
1081,'2019/10/24 11:55:14:570',4,148,492,0,1
1082,'2019/10/24 11:55:14:603',4,166,495,0,1
1083,'2019/10/24 11:55:14:637',4,178,491,0,1
1084,'2019/10/24 11:55:14:671',4,181,476,0,1
1085,'2019/10/24 11:55:14:708',4,172,459,0,1
1086,'2019/10/24 11:55:14:744',4,153,458,0,1
1087,'2019/10/24 11:55:14:778',4,142,466,0,1
1088,'2019/10/24 11:55:14:809',4,136,483,0,1
1089,'2019/10/24 11:55:14:846',4,140,490,0,1
1090,'2019/10/24 11:55:14:879',4,161,495,0,1
1091,'2019/10/24 11:55:14:912',4,176,495,0,1
1092,'2019/10/24 11:55:14:946',4,179,482,0,1
1093,'2019/10/24 11:55:14:980',4,165,459,0,1
1094,'2019/10/24 11:55:15:014',4,147,450,0,1
1095,'2019/10/24 11:55:15:048',4,136,456,0,1
1096,'2019/10/24 11:55:15:082',4,140,478,0,1
1097,'2019/10/24 11:55:15:116',4,164,490,0,1
1098,'2019/10/24 11:55:15:149',4,184,493,0,1
1099,'2019/10/24 11:55:15:183',4,187,489,0,1
1100,'2019/10/24 11:55:15:217',4,181,467,0,1
1101,'2019/10/24 11:55:15:251',4,156,456,0,1
1102,'2019/10/24 11:55:15:284',4,132,460,0,1
1103,'2019/10/24 11:55:15:318',4,129,477,0,1
1104,'2019/10/24 11:55:15:351',4,143,495,0,1
1105,'2019/10/24 11:55:15:385',4,169,502,0,1
1106,'2019/10/24 11:55:15:418',4,193,504,0,1
1107,'2019/10/24 11:55:15:452',4,205,497,0,1
1108,'2019/10/24 11:55:15:486',4,198,476,0,1
1109,'2019/10/24 11:55:15:520',4,171,459,0,1
1110,'2019/10/24 11:55:15:554',4,159,462,0,1
1111,'2019/10/24 11:55:15:595',4,150,475,0,1
1112,'2019/10/24 11:55:15:621',4,155,493,0,1
1113,'2019/10/24 11:55:15:655',4,175,504,0,1
1114,'2019/10/24 11:55:15:692',4,175,495,0,1
1115,'2019/10/24 11:55:15:728',4,150,476,0,1
1116,'2019/10/24 11:55:15:760',4,124,470,0,1
1117,'2019/10/24 11:55:15:795',4,106,480,0,1
1118,'2019/10/24 11:55:15:829',4,116,492,0,1
1119,'2019/10/24 11:55:15:862',4,143,502,0,1
1120,'2019/10/24 11:55:15:896',4,163,504,0,1
1121,'2019/10/24 11:55:15:929',4,162,489,0,1
1122,'2019/10/24 11:55:15:963',4,133,467,0,1
1123,'2019/10/24 11:55:15:996',4,115,469,0,1
1124,'2019/10/24 11:55:16:030',4,108,487,0,1
1125,'2019/10/24 11:55:16:063',4,112,502,0,1
1126,'2019/10/24 11:55:16:097',4,128,507,0,1
1127,'2019/10/24 11:55:16:131',4,149,508,0,1
1128,'2019/10/24 11:55:16:165',4,155,498,0,1
1129,'2019/10/24 11:55:16:199',4,148,485,0,1
1130,'2019/10/24 11:55:16:233',4,132,483,0,1
1131,'2019/10/24 11:55:16:268',4,124,495,0,1
1132,'2019/10/24 11:55:16:302',4,130,510,0,1
1133,'2019/10/24 11:55:16:335',4,143,514,0,1
1134,'2019/10/24 11:55:16:369',4,152,513,0,1
1135,'2019/10/24 11:55:16:403',4,160,497,0,1
1136,'2019/10/24 11:55:16:444',4,156,471,0,1
1137,'2019/10/24 11:55:16:478',4,150,468,0,1
1138,'2019/10/24 11:55:16:513',4,144,471,0,1
1139,'2019/10/24 11:55:16:546',4,144,483,0,1
1140,'2019/10/24 11:55:16:580',4,163,493,0,1
1141,'2019/10/24 11:55:16:615',4,172,494,0,1
1142,'2019/10/24 11:55:16:660',4,173,479,0,1
1143,'2019/10/24 11:55:16:695',4,171,464,0,1
1144,'2019/10/24 11:55:16:726',4,169,459,0,1
1145,'2019/10/24 11:55:16:762',4,169,459,0,1
1146,'2019/10/24 11:55:16:794',4,168,459,0,1
1147,'2019/10/24 11:55:16:828',4,173,462,0,1
1148,'2019/10/24 11:55:16:861',4,184,465,0,1
1149,'2019/10/24 11:55:16:895',4,191,465,0,1
1150,'2019/10/24 11:55:16:928',4,194,456,0,1
1151,'2019/10/24 11:55:16:963',4,193,447,0,1
1152,'2019/10/24 11:55:16:997',4,190,447,0,1
1153,'2019/10/24 11:55:17:032',4,174,457,0,1
1154,'2019/10/24 11:55:17:065',4,165,475,0,1
1155,'2019/10/24 11:55:17:098',4,163,484,0,1
1156,'2019/10/24 11:55:17:132',4,166,490,0,1
1157,'2019/10/24 11:55:17:165',4,176,498,0,1
1158,'2019/10/24 11:55:17:199',4,184,499,0,1
1159,'2019/10/24 11:55:17:232',4,185,491,0,1
1160,'2019/10/24 11:55:17:266',4,183,480,0,1
1161,'2019/10/24 11:55:17:300',4,171,470,0,1
1162,'2019/10/24 11:55:17:333',4,151,465,0,1
1163,'2019/10/24 11:55:17:367',4,148,466,0,1
1164,'2019/10/24 11:55:17:400',4,148,477,0,1
1165,'2019/10/24 11:55:17:433',4,154,483,0,1
1166,'2019/10/24 11:55:17:467',4,163,486,0,1
1167,'2019/10/24 11:55:17:501',4,166,482,0,1
1168,'2019/10/24 11:55:17:535',4,166,474,0,1
1169,'2019/10/24 11:55:17:569',4,163,468,0,1
1170,'2019/10/24 11:55:17:603',4,160,468,0,1
1171,'2019/10/24 11:55:17:637',4,159,468,0,1
1172,'2019/10/24 11:55:17:670',4,159,471,0,1
1173,'2019/10/24 11:55:17:704',4,161,474,0,1
1174,'2019/10/24 11:55:17:738',4,161,474,0,1
1175,'2019/10/24 11:55:17:771',4,161,474,0,1
1176,'2019/10/24 11:55:17:804',4,161,474,0,1
1177,'2019/10/24 11:55:17:839',4,161,474,0,1
1178,'2019/10/24 11:55:17:872',4,161,474,0,1
1179,'2019/10/24 11:55:17:907',4,161,474,0,1
1180,'2019/10/24 11:55:17:941',4,161,474,0,1
1181,'2019/10/24 11:55:17:974',4,161,474,0,1
1182,'2019/10/24 11:55:18:013',4,161,474,0,1
1183,'2019/10/24 11:55:18:046',4,161,474,0,1
1184,'2019/10/24 11:55:18:080',4,161,474,0,1
1185,'2019/10/24 11:55:18:114',4,161,474,0,1
1186,'2019/10/24 11:55:18:148',4,161,473,0,1
1187,'2019/10/24 11:55:18:182',4,161,473,0,1
1188,'2019/10/24 11:55:18:215',4,161,473,0,1
1189,'2019/10/24 11:55:18:249',4,167,473,0,1
1190,'2019/10/24 11:55:18:283',4,173,471,0,1
1191,'2019/10/24 11:55:18:317',4,182,459,0,1
1192,'2019/10/24 11:55:18:351',4,187,437,0,1
1193,'2019/10/24 11:55:18:385',4,187,432,0,1
1194,'2019/10/24 11:55:18:419',4,184,428,0,1
1195,'2019/10/24 11:55:18:453',4,178,425,0,1
1196,'2019/10/24 11:55:18:486',4,157,426,0,1
1197,'2019/10/24 11:55:18:520',4,148,430,0,1
1198,'2019/10/24 11:55:18:553',4,147,442,0,1
1199,'2019/10/24 11:55:18:587',4,147,454,0,1
1200,'2019/10/24 11:55:18:621',4,147,457,0,1
1201,'2019/10/24 11:55:18:655',4,147,460,0,1
1202,'2019/10/24 11:55:18:690',4,149,468,0,1
1203,'2019/10/24 11:55:18:723',4,155,469,0,1
1204,'2019/10/24 11:55:18:758',4,167,471,0,1
1205,'2019/10/24 11:55:18:792',4,175,468,0,1
1206,'2019/10/24 11:55:18:826',4,178,459,0,1
1207,'2019/10/24 11:55:18:859',4,171,446,0,1
1208,'2019/10/24 11:55:18:893',4,150,443,0,1
1209,'2019/10/24 11:55:18:929',4,132,468,0,1
1210,'2019/10/24 11:55:18:962',4,133,477,0,1
1211,'2019/10/24 11:55:18:995',4,143,496,0,1
1212,'2019/10/24 11:55:19:029',4,182,502,0,1
1213,'2019/10/24 11:55:19:062',4,188,497,0,1
1214,'2019/10/24 11:55:19:095',4,180,480,0,1
1215,'2019/10/24 11:55:19:129',4,172,480,0,1
1216,'2019/10/24 11:55:19:162',4,166,489,0,1
1217,'2019/10/24 11:55:19:196',4,169,499,0,1
1218,'2019/10/24 11:55:19:230',4,184,517,0,1
1219,'2019/10/24 11:55:19:263',4,191,523,0,1
1220,'2019/10/24 11:55:19:297',4,191,523,0,1
1221,'2019/10/24 11:55:19:330',4,191,525,0,1
1222,'2019/10/24 11:55:19:362',4,191,549,0,1
1223,'2019/10/24 11:55:19:396',4,191,589,0,1
1224,'2019/10/24 11:55:19:430',4,194,637,0,1
1225,'2019/10/24 11:55:19:463',4,194,637,0,1
1226,'2019/10/24 11:55:19:496',4,194,637,0,1
1227,'2019/10/24 11:55:19:529',4,194,637,0,1
1228,'2019/10/24 11:55:19:564',4,194,637,0,1
1229,'2019/10/24 11:55:19:597',4,194,637,0,1
1230,'2019/10/24 11:55:19:631',4,194,637,0,1
1231,'2019/10/24 11:55:19:677',4,194,637,0,1
1232,'2019/10/24 11:55:19:713',4,194,637,0,1
1233,'2019/10/24 11:55:19:747',4,194,637,0,1
1234,'2019/10/24 11:55:19:779',4,194,637,0,1
1235,'2019/10/24 11:55:19:813',4,194,637,0,1
1236,'2019/10/24 11:55:19:846',4,194,637,0,1
1237,'2019/10/24 11:55:19:880',4,194,637,0,1
1238,'2019/10/24 11:55:19:915',4,194,637,0,1
1239,'2019/10/24 11:55:19:948',4,194,637,0,1
1240,'2019/10/24 11:55:19:982',4,194,637,0,1
1241,'2019/10/24 11:55:20:016',4,194,637,0,1
1242,'2019/10/24 11:55:20:050',4,194,637,0,1
1243,'2019/10/24 11:55:20:084',4,194,637,0,1
1244,'2019/10/24 11:55:20:118',4,194,637,0,1
1245,'2019/10/24 11:55:20:152',4,194,637,0,1
1246,'2019/10/24 11:55:20:186',4,194,637,0,1
1247,'2019/10/24 11:55:20:221',4,194,637,0,1
1248,'2019/10/24 11:55:20:254',4,194,637,0,1
1249,'2019/10/24 11:55:25:760',5,530,622,1,1
1250,'2019/10/24 11:55:25:802',5,530,622,1,1
1251,'2019/10/24 11:55:25:830',5,530,622,1,1
1252,'2019/10/24 11:55:25:864',5,530,622,1,1
1253,'2019/10/24 11:55:25:898',5,530,622,1,1
1254,'2019/10/24 11:55:25:931',5,530,622,1,1
1255,'2019/10/24 11:55:25:965',5,530,622,1,1
1256,'2019/10/24 11:55:25:999',5,530,622,1,1
1257,'2019/10/24 11:55:26:042',5,530,622,1,1
1258,'2019/10/24 11:55:26:070',5,530,622,1,1
1259,'2019/10/24 11:55:26:125',5,530,622,1,1
1260,'2019/10/24 11:55:26:156',5,530,622,1,1
1261,'2019/10/24 11:55:26:192',5,530,622,1,1
1262,'2019/10/24 11:55:26:226',5,530,622,1,1
1263,'2019/10/24 11:55:26:261',5,530,622,1,1
1264,'2019/10/24 11:55:26:294',5,530,622,1,1
1265,'2019/10/24 11:55:26:329',5,530,622,1,1
1266,'2019/10/24 11:55:26:362',5,530,622,1,1
1267,'2019/10/24 11:55:26:399',5,530,622,1,1
1268,'2019/10/24 11:55:26:438',5,496,587,1,1
1269,'2019/10/24 11:55:26:471',5,475,561,1,1
1270,'2019/10/24 11:55:26:506',5,466,540,1,1
1271,'2019/10/24 11:55:26:540',5,466,525,1,1
1272,'2019/10/24 11:55:26:574',5,466,512,1,1
1273,'2019/10/24 11:55:26:608',5,466,498,1,1
1274,'2019/10/24 11:55:26:644',5,462,483,1,1
1275,'2019/10/24 11:55:26:673',5,462,482,1,1
1276,'2019/10/24 11:55:26:711',5,462,482,1,1
1277,'2019/10/24 11:55:26:742',5,462,482,1,1
1278,'2019/10/24 11:55:26:775',5,470,484,1,1
1279,'2019/10/24 11:55:26:809',5,484,480,1,1
1280,'2019/10/24 11:55:26:843',5,491,459,1,1
1281,'2019/10/24 11:55:26:875',5,486,440,1,1
1282,'2019/10/24 11:55:26:909',5,460,434,1,1
1283,'2019/10/24 11:55:26:943',5,442,445,1,1
1284,'2019/10/24 11:55:26:979',5,449,463,1,1
1285,'2019/10/24 11:55:27:013',5,472,478,1,1
1286,'2019/10/24 11:55:27:047',5,506,490,1,1
1287,'2019/10/24 11:55:27:081',5,518,490,1,1
1288,'2019/10/24 11:55:27:115',5,499,474,1,1
1289,'2019/10/24 11:55:27:149',5,465,465,1,1
1290,'2019/10/24 11:55:27:183',5,447,465,1,1
1291,'2019/10/24 11:55:27:217',5,444,472,1,1
1292,'2019/10/24 11:55:27:251',5,445,483,1,1
1293,'2019/10/24 11:55:27:285',5,451,486,1,1
1294,'2019/10/24 11:55:27:321',5,457,487,1,1
1295,'2019/10/24 11:55:27:354',5,463,480,1,1
1296,'2019/10/24 11:55:27:392',5,466,468,1,1
1297,'2019/10/24 11:55:27:425',5,459,465,1,1
1298,'2019/10/24 11:55:27:457',5,447,477,1,1
1299,'2019/10/24 11:55:27:492',5,442,490,1,1
1300,'2019/10/24 11:55:27:525',5,445,502,1,1
1301,'2019/10/24 11:55:27:557',5,451,511,1,1
1302,'2019/10/24 11:55:27:591',5,467,515,1,1
1303,'2019/10/24 11:55:27:625',5,476,506,1,1
1304,'2019/10/24 11:55:27:658',5,479,489,1,1
1305,'2019/10/24 11:55:27:695',5,474,476,1,1
1306,'2019/10/24 11:55:27:728',5,463,470,1,1
1307,'2019/10/24 11:55:27:762',5,456,471,1,1
1308,'2019/10/24 11:55:27:813',5,447,480,1,1
1309,'2019/10/24 11:55:27:846',5,448,483,1,1
1310,'2019/10/24 11:55:27:880',5,448,483,1,1
1311,'2019/10/24 11:55:27:913',5,451,484,1,1
1312,'2019/10/24 11:55:27:948',5,452,480,1,1
1313,'2019/10/24 11:55:27:982',5,452,473,1,1
1314,'2019/10/24 11:55:28:015',5,450,468,1,1
1315,'2019/10/24 11:55:28:049',5,448,468,1,1
1316,'2019/10/24 11:55:28:083',5,448,468,1,1
1317,'2019/10/24 11:55:28:117',5,448,468,1,1
1318,'2019/10/24 11:55:28:152',5,448,468,1,1
1319,'2019/10/24 11:55:28:187',5,448,468,1,1
1320,'2019/10/24 11:55:28:219',5,448,468,1,1
1321,'2019/10/24 11:55:28:257',5,448,468,1,1
1322,'2019/10/24 11:55:28:291',5,448,468,1,1
1323,'2019/10/24 11:55:28:323',5,448,468,1,1
1324,'2019/10/24 11:55:28:361',5,448,468,1,1
1325,'2019/10/24 11:55:28:394',5,448,468,1,1
1326,'2019/10/24 11:55:28:429',5,447,478,1,1
1327,'2019/10/24 11:55:28:463',5,455,495,1,1
1328,'2019/10/24 11:55:28:497',5,478,510,1,1
1329,'2019/10/24 11:55:28:531',5,503,513,1,1
1330,'2019/10/24 11:55:28:565',5,514,507,1,1
1331,'2019/10/24 11:55:28:599',5,515,488,1,1
1332,'2019/10/24 11:55:28:633',5,513,473,1,1
1333,'2019/10/24 11:55:28:667',5,505,465,1,1
1334,'2019/10/24 11:55:28:700',5,492,462,1,1
1335,'2019/10/24 11:55:28:734',5,477,468,1,1
1336,'2019/10/24 11:55:28:768',5,457,487,1,1
1337,'2019/10/24 11:55:28:802',5,455,513,1,1
1338,'2019/10/24 11:55:28:836',5,470,529,1,1
1339,'2019/10/24 11:55:28:869',5,493,535,1,1
1340,'2019/10/24 11:55:28:903',5,527,537,1,1
1341,'2019/10/24 11:55:28:942',5,533,528,1,1
1342,'2019/10/24 11:55:28:978',5,528,507,1,1
1343,'2019/10/24 11:55:29:010',5,505,494,1,1
1344,'2019/10/24 11:55:29:044',5,486,489,1,1
1345,'2019/10/24 11:55:29:078',5,480,493,1,1
1346,'2019/10/24 11:55:29:112',5,479,508,1,1
1347,'2019/10/24 11:55:29:146',5,494,514,1,1
1348,'2019/10/24 11:55:29:180',5,512,516,1,1
1349,'2019/10/24 11:55:29:214',5,518,507,1,1
1350,'2019/10/24 11:55:29:247',5,516,492,1,1
1351,'2019/10/24 11:55:29:281',5,504,479,1,1
1352,'2019/10/24 11:55:29:315',5,492,479,1,1
1353,'2019/10/24 11:55:29:348',5,486,487,1,1
1354,'2019/10/24 11:55:29:382',5,484,502,1,1
1355,'2019/10/24 11:55:29:416',5,494,516,1,1
1356,'2019/10/24 11:55:29:450',5,514,519,1,1
1357,'2019/10/24 11:55:29:483',5,530,515,1,1
1358,'2019/10/24 11:55:29:516',5,535,504,1,1
1359,'2019/10/24 11:55:29:550',5,531,488,1,1
1360,'2019/10/24 11:55:29:584',5,513,477,1,1
1361,'2019/10/24 11:55:29:617',5,481,471,1,1
1362,'2019/10/24 11:55:29:650',5,465,481,1,1
1363,'2019/10/24 11:55:29:684',5,460,496,1,1
1364,'2019/10/24 11:55:29:718',5,464,508,1,1
1365,'2019/10/24 11:55:29:752',5,484,511,1,1
1366,'2019/10/24 11:55:29:785',5,502,507,1,1
1367,'2019/10/24 11:55:29:819',5,503,488,1,1
1368,'2019/10/24 11:55:29:853',5,496,476,1,1
1369,'2019/10/24 11:55:29:887',5,489,473,1,1
1370,'2019/10/24 11:55:29:920',5,480,475,1,1
1371,'2019/10/24 11:55:29:953',5,478,481,1,1
1372,'2019/10/24 11:55:29:987',5,478,484,1,1
1373,'2019/10/24 11:55:30:029',5,478,484,1,1
1374,'2019/10/24 11:55:30:063',5,474,474,1,1
1375,'2019/10/24 11:55:30:096',5,454,464,1,1
1376,'2019/10/24 11:55:30:129',5,427,461,1,1
1377,'2019/10/24 11:55:30:161',5,421,474,1,1
1378,'2019/10/24 11:55:30:193',5,440,489,1,1
